110 117 | First point = 153 95 | Total Steps until valid point = 63178
131 131 | First point = 148 196 | Total Steps until valid point = 4745
103 149 | First point = 15 94 | Total Steps until valid point = 21738
102 147 | First point = 47 235 | Total Steps until valid point = 7558
135 111 | First point = 29 183 | Total Steps until valid point = 19629
128 141 | First point = 167 179 | Total Steps until valid point = 3442
149 128 | First point = 224 216 | Total Steps until valid point = 15712
126 142 | First point = 14 179 | Total Steps until valid point = 65366
123 137 | First point = 104 227 | Total Steps until valid point = 33044
121 109 | First point = 72 113 | Total Steps until valid point = 2102
153 127 | First point = 129 55 | Total Steps until valid point = 4895
148 129 | First point = 219 28 | Total Steps until valid point = 47633
153 129 | First point = 187 99 | Total Steps until valid point = 3079
132 109 | First point = 64 76 | Total Steps until valid point = 66596
142 125 | First point = 122 249 | Total Steps until valid point = 41071
119 108 | First point = 198 51 | Total Steps until valid point = 81175
127 109 | First point = 148 63 | Total Steps until valid point = 6636
132 108 | First point = 18 67 | Total Steps until valid point = 19184
133 109 | First point = 176 116 | Total Steps until valid point = 12061
147 124 | First point = 122 174 | Total Steps until valid point = 86346
102 149 | First point = 118 20 | Total Steps until valid point = 43764
102 139 | First point = 236 193 | Total Steps until valid point = 43099
